Time,Amplitude
0.096,-2.7574791637289264
0.097,-2.9563640492897485
0.098,-3.151047779767775
0.099,-3.341253698929128
0.1,-3.5267115137548384
0.101,-3.7071576785420066
0.10200000000000001,-3.882335769416666
0.10300000000000001,-4.051996848726148
0.10400000000000001,-4.215899818793096
0.105,-4.373811764528468
0.106,-4.525508284416621
0.107,-4.670773809402139
0.108,-4.809401909225258
0.109,-4.941195585770565
0.11,-5.065967553012088
0.111,-5.183540503157011
0.112,-5.29374735860972
0.113,-5.396431509398225
0.114,-5.491447035725505
0.115,-5.578658915329509
0.116,-5.657943215357186
0.117,-5.7291872684798575
0.11800000000000001,-5.792289832999644
0.11900000000000001,-5.847161236719463
0.12,-5.893723504372132
0.121,-5.931910468427484
0.122,-5.96166786312005
0.123,-5.982953401563684
0.124,-5.995736835843536
0.125,-6.0
0.126,-5.995736835843536
0.127,-5.982953401563684
0.128,-5.96166786312005
0.129,-5.931910468427484
0.13,-5.893723504372132
0.131,-5.8471612367194625
0.132,-5.792289832999643
0.133,-5.729187268479858
0.134,-5.657943215357187
0.135,-5.578658915329507
0.136,-5.491447035725506
0.137,-5.396431509398226
0.138,-5.293747358609719
0.139,-5.183540503157012
0.14,-5.06596755301209
0.14100000000000001,-4.941195585770563
0.14200000000000002,-4.809401909225256
0.14300000000000002,-4.67077380940214
0.14400000000000002,-4.52550828441662
0.145,-4.373811764528472
0.146,-4.215899818793098
0.147,-4.051996848726148
0.148,-3.8823357694166702
0.149,-3.707157678542009
0.15,-3.52671151375484
0.151,-3.3412536989291315
0.152,-3.1510477797677763
0.153,-2.95636404928975
0.154,-2.757479163728931
0.155,-2.554675749390438
0.156,-2.348242001023215
0.157,-2.138471272279503
0.158,-1.925661658843259
0.159,-1.710115574819857
0.16,-1.4921393229891269
0.161,-1.2720426595323295
0.162,-1.050138353851656
0.163,-0.8267417441078262
0.164,-0.6021702891072905
0.165,-0.3767431171758796
0.166,-0.1507805726600223
0.167,0.07539623930011481
0.168,0.3014659090786184
0.169,0.5271071793044619
0.17,0.7519994013858251
0.171,0.975822991169303
0.17200000000000001,1.1982598830864455
0.17300000000000001,1.418993982142348
0.17400000000000002,1.6377116131039533
0.17500000000000002,1.854101966249688
0.176,2.0678575390470977
0.177,2.278674573130804
0.178,2.486253485959704
0.179,2.6902992965401893
0.18,2.8905220446102895
0.181,3.0866372026890376
0.182,3.2783660804056107
0.183,3.465436220533604
0.184,3.647581786167632
0.185,3.824543938492135
0.186,3.9960712046055087
0.187,4.16191983487683
0.188,4.321854149327439
0.189,4.4756468725450915
0.19,4.623079456654736
0.191,4.76394239188701
0.192,4.8980355043031025
0.193,5.02516824025285
0.194,5.145159937161912
0.195,5.257840080263182
0.196,5.363048544907583
0.197,5.460635824109973
0.198,5.5504632410067485
0.199,5.632403145923245
0.2,5.706339097770921
0.201,5.772166029516516
0.202,5.829790397488043
0.203,5.879130314305482
0.20400000000000001,5.9201156652472084
0.20500000000000002,5.952688207886867
0.20600000000000002,5.976801654859035
0.20700000000000002,5.992421739636105
0.20800000000000002,5.9995262652228964
0.209,5.9981051356998005
0.21,5.988160370569629
0.211,5.969706101887801
0.212,5.942768554179908
0.213,5.907386007175233
0.214,5.863608741409163
0.215,5.8114989667717865
0.216,5.751130734104256
0.217,5.682589829968468
0.218,5.605973654739672
0.219,5.521391084195223
0.22,5.42896231479612
0.221,5.328818692881267
0.222,5.221102528017155
0.223,5.105966890768155
0.224,4.983575395174874
0.225,4.854101966249686
0.226,4.717730592819716
0.227,4.574655066068686
0.228,4.425078704149044
0.229,4.269214063255715
0.23,4.107282635572131
0.231,3.93951453451774
0.232,3.766148167744207
0.233,3.587429898345111
0.234,3.4036136947605398
0.23500000000000001,3.214960769873974
0.23600000000000002,3.0217392098145623
0.23700000000000002,2.824223592991996
0.23800000000000002,2.622694599905591
0.23900000000000002,2.4174386142819726
0.24,2.208747316108068
0.241,1.9969172671379232
0.242,1.7822494894622158
0.243,1.5650490377393813
0.244,1.34562456569629
0.245,1.124287887514354
0.246,0.9013535347245416
0.247,0.6771383092408927
0.248,0.4519608331676023
0.249,0.226141096019606
0.25,2.204364238465236e-15
0.251,-0.22614109601960164
0.252,-0.45196083316759794
0.253,-0.6771383092408884
0.254,-0.9013535347245372
0.255,-1.1242878875143498
0.256,-1.3456245656962857
0.257,-1.565049037739377
0.258,-1.7822494894622118
0.259,-1.9969172671379192
0.26,-2.2087473161080635
0.261,-2.4174386142819784
0.262,-2.622694599905597
0.263,-2.824223592991992
0.264,-3.0217392098145677
0.265,-3.2149607698739793
0.266,-3.4036136947605358
0.267,-3.5874298983451163
0.268,-3.766148167744203
0.269,-3.9395145345177367
0.27,-4.107282635572135
0.271,-4.2692140632557125
0.272,-4.425078704149041
0.273,-4.57465506606869
0.274,-4.717730592819715
0.275,-4.854101966249683
0.276,-4.983575395174879
0.277,-5.105966890768151
0.278,-5.221102528017153
0.279,-5.32881869288127
0.28,-5.428962314796118
0.281,-5.521391084195225
0.28200000000000003,-5.605973654739675
0.28300000000000003,-5.682589829968466
0.28400000000000003,-5.751130734104258
0.28500000000000003,-5.811498966771788
0.28600000000000003,-5.863608741409162
0.28700000000000003,-5.9073860071752335
0.28800000000000003,-5.942768554179908
0.289,-5.9697061018878
0.29,-5.988160370569629
0.291,-5.9981051356998
0.292,-5.9995262652228964
0.293,-5.9924217396361055
0.294,-5.976801654859035
0.295,-5.952688207886868
0.296,-5.92011566524721
0.297,-5.879130314305482
0.298,-5.829790397488045
0.299,-5.7721660295165185
0.3,-5.706339097770923
0.301,-5.632403145923247
0.302,-5.550463241006751
0.303,-5.460635824109975
0.304,-5.363048544907585
0.305,-5.257840080263186
0.306,-5.145159937161915
0.307,-5.025168240252853
0.308,-4.898035504303109
0.309,-4.763942391887013
0.31,-4.623079456654739
0.311,-4.475646872545098
0.312,-4.321854149327442
0.313,-4.161919834876833
0.314,-3.9960712046055074
0.315,-3.8245439384921385
0.316,-3.6475817861676356
0.317,-3.4654362205336033
0.318,-3.2783660804056147
0.319,-3.086637202689042
0.32,-2.8905220446102886
0.321,-2.6902992965401933
0.322,-2.4862534859597076
0.323,-2.278674573130803
0.324,-2.0678575390471017
0.325,-1.8541019662496874
0.326,-1.6377116131039473
0.327,-1.4189939821423472
0.328,-1.1982598830864446
0.329,-0.9758229911692968
0.33,-0.751999401385824
0.331,-0.527107179304461
0.332,-0.30146590907861215
0.333,-0.0753962393001139
0.334,0.1507805726600232
0.335,0.3767431171758858
0.336,0.6021702891072914
0.337,0.8267417441078271
0.338,1.0501383538516622
0.339,1.2720426595323302
0.34,1.492139322989128
0.341,1.7101155748198629
0.342,1.9256616588432596
0.343,2.138471272279504
0.34400000000000003,2.348242001023221
0.34500000000000003,2.554675749390439
0.34600000000000003,2.7574791637289273
0.34700000000000003,2.9563640492897556
0.34800000000000003,3.1510477797677776
0.34900000000000003,3.3412536989291284
0.35000000000000003,3.5267115137548446
0.35100000000000003,3.7071576785420093
0.352,3.8823357694166587
0.353,4.051996848726144
0.354,4.2158998187930905
0.355,4.373811764528463
0.356,4.525508284416621
0.357,4.670773809402137
0.358,4.809401909225254
0.359,4.941195585770563
0.36,5.065967553012088
0.361,5.183540503157007
0.362,5.2937473586097195
0.363,5.396431509398224
0.364,5.491447035725502
0.365,5.578658915329508
0.366,5.657943215357185
0.367,5.729187268479856
0.368,5.792289832999643
0.369,5.847161236719462
0.37,5.893723504372131
0.371,5.931910468427484
0.372,5.9616678631200495
0.373,5.982953401563683
0.374,5.995736835843536
0.375,6.0
0.376,5.995736835843536
0.377,5.982953401563684
0.378,5.961667863120051
0.379,5.9319104684274855
0.38,5.893723504372131
0.381,5.847161236719463
0.382,5.792289832999645
0.383,5.7291872684798575
0.384,5.657943215357188
0.385,5.578658915329511
0.386,5.491447035725504
0.387,5.396431509398227
0.388,5.293747358609722
0.389,5.183540503157011
0.39,5.065967553012091
0.391,4.941195585770568
0.392,4.809401909225258
0.393,4.670773809402141
0.394,4.525508284416626
0.395,4.373811764528467
0.396,4.215899818793096
0.397,4.05199684872615
0.398,3.882335769416663
0.399,3.707157678542006
0.4,3.5267115137548415
0.401,3.3412536989291253
0.402,3.1510477797677736
0.403,2.956364049289752
0.404,2.7574791637289238
0.405,2.5546757493904355
0.406,2.3482420010232072
0.40700000000000003,2.1384712722795003
0.40800000000000003,1.9256616588432558
0.40900000000000003,1.7101155748198487
0.41000000000000003,1.492139322989124
0.41100000000000003,1.2720426595323264
0.41200000000000003,1.0501383538516478
0.41300000000000003,0.8267417441078231
0.41400000000000003,0.6021702891072874
0.41500000000000004,0.37674311717587117
0.41600000000000004,0.15078057266001918
0.417,-0.07539623930010729
0.418,-0.30146590907860554
0.419,-0.5271071793044545
0.42,-0.7519994013858176
0.421,-0.9758229911692904
0.422,-1.198259883086438
0.423,-1.4189939821423407
0.424,-1.6377116131039409
0.425,-1.8541019662496707
0.426,-2.067857539047096
0.427,-2.2786745731308065
0.428,-2.486253485959692
0.429,-2.6902992965401875
0.43,-2.890522044610292
0.431,-3.086637202689027
0.432,-3.2783660804056094
0.433,-3.4654362205336064
0.434,-3.6475817861676214
0.435,-3.824543938492134
0.436,-3.996071204605511
0.437,-4.16191983487682
0.438,-4.321854149327438
0.439,-4.475646872545094
0.44,-4.623079456654727
0.441,-4.763942391887009
0.442,-4.898035504303105
0.443,-5.025168240252844
0.444,-5.145159937161911
0.445,-5.257840080263183
0.446,-5.363048544907578
0.447,-5.460635824109972
0.448,-5.550463241006749
0.449,-5.632403145923241
0.45,-5.70633909777092
0.451,-5.772166029516516
0.452,-5.829790397488042
0.453,-5.87913031430548
0.454,-5.920115665247209
0.455,-5.952688207886866
0.456,-5.976801654859035
0.457,-5.9924217396361055
0.458,-5.9995262652228964
0.459,-5.9981051356998
0.46,-5.988160370569629
0.461,-5.969706101887802
0.462,-5.942768554179908
0.463,-5.907386007175232
0.464,-5.863608741409163
0.465,-5.811498966771787
0.466,-5.751130734104254
0.467,-5.682589829968469
0.468,-5.605973654739673
0.46900000000000003,-5.521391084195219
0.47000000000000003,-5.428962314796111
0.47100000000000003,-5.328818692881267
0.47200000000000003,-5.221102528017151
0.47300000000000003,-5.105966890768144
0.47400000000000003,-4.983575395174876
0.47500000000000003,-4.854101966249681
0.47600000000000003,-4.717730592819705
0.47700000000000004,-4.574655066068687
0.47800000000000004,-4.425078704149039
0.47900000000000004,-4.269214063255702
0.48,-4.1072826355721315
0.481,-3.939514534517749
0.482,-3.766148167744208
0.483,-3.587429898345113
0.484,-3.4036136947605504
0.485,-3.2149607698739855
0.486,-3.021739209814564
0.487,-2.824223592992007
0.488,-2.622694599905603
0.489,-2.417438614281975
0.49,-2.20874731610808
0.491,-1.996917267137925
0.492,-1.7822494894622078
0.493,-1.5650490377393935
0.494,-1.3456245656962922
0.495,-1.1242878875143458
0.496,-0.9013535347245543
0.497,-0.6771383092408949
0.498,-0.45196083316759394
0.499,-0.22614109601961885
0.5,-4.408728476930472e-15
0.501,0.22614109601961008
0.502,0.45196083316758506
0.503,0.6771383092408861
0.504,0.9013535347245456
0.505,1.1242878875143372
0.506,1.3456245656962835
0.507,1.565049037739385
0.508,1.7822494894621994
0.509,1.9969172671379167
0.51,2.2087473161080715
0.511,2.417438614281967
0.512,2.622694599905595
0.513,2.8242235929919994
0.514,3.021739209814557
0.515,3.214960769873978
0.516,3.4036136947605433
0.517,3.5874298983451056
0.518,3.7661481677442015
0.519,3.9395145345177425
0.52,4.107282635572126
0.521,4.269214063255711
0.522,4.425078704149047
0.523,4.574655066068682
0.524,4.717730592819713
0.525,4.854101966249688
0.526,4.983575395174872
0.527,5.10596689076815
0.528,5.221102528017157
0.529,5.3288186928812635
0.53,5.428962314796117
0.531,5.5213910841952245
0.532,5.605973654739669
0.533,5.682589829968466
0.534,5.751130734104258
0.535,5.811498966771785
0.536,5.863608741409161
0.537,5.9073860071752335
0.538,5.9427685541799065
0.539,5.969706101887801
0.54,5.98816037056963
0.541,5.9981051356998
0.542,5.9995262652228964
0.543,5.992421739636105
0.544,5.976801654859035
0.545,5.952688207886867
0.546,5.920115665247207
0.547,5.879130314305483
0.548,5.829790397488043
0.549,5.772166029516513
0.55,5.706339097770924
0.551,5.632403145923243
0.552,5.550463241006744
0.553,5.460635824109976
0.554,5.363048544907581
0.555,5.257840080263177
0.556,5.145159937161916
0.557,5.025168240252849
0.558,4.898035504303097
0.559,4.7639423918870145
0.56,4.623079456654732
0.561,4.475646872545085
0.562,4.321854149327429
0.5630000000000001,4.1619198348768265
0.5640000000000001,3.996071204605501
0.5650000000000001,3.824543938492124
0.5660000000000001,3.647581786167629
0.5670000000000001,3.465436220533596
0.5680000000000001,3.2783660804055987
0.5690000000000001,3.0866372026890345
0.5700000000000001,2.890522044610281
0.5710000000000001,2.6902992965401764
0.5720000000000001,2.4862534859597
0.5730000000000001,2.278674573130795
0.5740000000000001,2.067857539047084
0.5750000000000001,1.8541019662496794
0.5760000000000001,1.637711613103939
0.577,1.41899398214237
0.578,1.198259883086457
0.579,0.9758229911693097
0.58,0.7519994013858475
0.581,0.5271071793044739
0.582,0.301465909078625
0.583,0.0753962393001374
0.584,-0.15078057266001035
0.585,-0.376743117175873
0.586,-0.602170289107268
0.587,-0.8267417441078143
0.588,-1.0501383538516496
0.589,-1.2720426595323073
0.59,-1.4921393229891153
0.591,-1.7101155748198507
0.592,-1.9256616588432376
0.593,-2.138471272279492
0.594,-2.348242001023209
0.595,-2.5546757493904177
0.596,-2.7574791637289158
0.597,-2.9563640492897445
0.598,-3.1510477797677576
0.599,-3.3412536989291177
0.6,-3.526711513754835
0.601,-3.7071576785419906
0.602,-3.882335769416657
0.603,-4.051996848726143
0.604,-4.215899818793082
0.605,-4.373811764528462
0.606,-4.52550828441662
0.607,-4.670773809402129
0.608,-4.809401909225253
0.609,-4.941195585770562
0.61,-5.06596755301208
0.611,-5.1835405031570065
0.612,-5.293747358609718
0.613,-5.3964315093982185
0.614,-5.491447035725502
0.615,-5.578658915329507
0.616,-5.657943215357181
0.617,-5.729187268479855
0.618,-5.792289832999643
0.619,-5.847161236719459
0.62,-5.89372350437213
0.621,-5.931910468427484
0.622,-5.961667863120049
0.623,-5.982953401563683
0.624,-5.995736835843536
0.625,-6.0
0.626,-5.995736835843536
0.627,-5.982953401563684
0.628,-5.9616678631200495
0.629,-5.9319104684274855
0.63,-5.893723504372132
0.631,-5.847161236719462
0.632,-5.7922898329996455
0.633,-5.7291872684798575
0.634,-5.657943215357184
0.635,-5.578658915329512
0.636,-5.491447035725506
0.637,-5.396431509398223
0.638,-5.293747358609723
0.639,-5.183540503157012
0.64,-5.0659675530120865
0.641,-4.9411955857705685
0.642,-4.809401909225259
0.643,-4.670773809402136
0.644,-4.5255082844166274
0.645,-4.373811764528469
0.646,-4.215899818793089
0.647,-4.051996848726151
0.648,-3.8823357694166654
0.649,-3.707157678541999
0.65,-3.5267115137548437
0.651,-3.341253698929127
0.652,-3.151047779767767
0.653,-2.9563640492897543
0.654,-2.7574791637289255
0.655,-2.5546757493904275
0.656,-2.3482420010232192
0.657,-2.138471272279502
0.658,-1.9256616588432478
0.659,-1.710115574819861
0.66,-1.492139322989126
0.661,-1.272042659532318
0.662,-1.0501383538516604
0.663,-0.8267417441078253
0.664,-0.6021702891072791
0.665,-0.376743117175884
0.666,-0.15078057266002137
0.667,0.0753962393001264
0.668,0.30146590907861404
0.669,0.5271071793044629
0.67,0.7519994013858365
0.671,0.9758229911692986
0.672,1.1982598830864464
0.673,1.4189939821423594
0.674,1.6377116131039489
0.675,1.8541019662496891
0.676,2.0678575390471137
0.677,2.2786745731308047
0.678,2.4862534859597094
0.679,2.690299296540205
0.68,2.8905220446102904
0.681,3.086637202689043
0.682,3.2783660804056254
0.683,3.4654362205336042
0.684,3.647581786167637
0.685,3.8245439384921482
0.686,3.9960712046055087
0.687,4.1619198348768345
0.6880000000000001,4.321854149327451
0.6890000000000001,4.475646872545092
0.6900000000000001,4.6230794566547395
0.6910000000000001,4.763942391887021
0.6920000000000001,4.898035504303103
0.6930000000000001,5.025168240252854
0.6940000000000001,5.145159937161921
0.6950000000000001,5.257840080263182
0.6960000000000001,5.363048544907586
0.6970000000000001,5.46063582410998
0.6980000000000001,5.5504632410067485
0.6990000000000001,5.632403145923247
0.7000000000000001,5.706339097770925
0.7010000000000001,5.772166029516516
0.7020000000000001,5.829790397488046
0.7030000000000001,5.879130314305485
0.704,5.920115665247205
0.705,5.952688207886865
0.706,5.976801654859035
0.707,5.992421739636104
0.708,5.9995262652228964
0.709,5.9981051356998005
0.71,5.988160370569631
0.711,5.969706101887803
0.712,5.942768554179908
0.713,5.907386007175235
0.714,5.863608741409163
0.715,5.811498966771788
0.716,5.75113073410426
0.717,5.682589829968469
0.718,5.605973654739674
0.719,5.521391084195229
0.72,5.428962314796122
0.721,5.328818692881269
0.722,5.221102528017163
0.723,5.105966890768157
0.724,4.983575395174878
0.725,4.8541019662496945
0.726,4.71773059281972
0.727,4.574655066068688
0.728,4.425078704149055
0.729,4.269214063255719
0.73,4.107282635572133
0.731,3.939514534517751
0.732,3.76614816774421
0.733,3.587429898345115
0.734,3.4036136947605518
0.735,3.2149607698739873
0.736,3.021739209814566
0.737,2.824223592992009
0.738,2.622694599905605
0.739,2.417438614281977
0.74,2.2087473161080817
0.741,1.9969172671379274
0.742,1.7822494894622098
0.743,1.5650490377393957
0.744,1.3456245656962944
0.745,1.124287887514348
0.746,0.9013535347245564
0.747,0.6771383092408971
0.748,0.45196083316759605
0.749,0.22614109601962107
0.75,6.6130927153957075e-15
0.751,-0.22614109601960786
0.752,-0.45196083316758295
0.753,-0.6771383092408839
0.754,-0.9013535347245434
0.755,-1.124287887514335
0.756,-1.3456245656962815
0.757,-1.5650490377393829
0.758,-1.7822494894621976
0.759,-1.9969172671379147
0.76,-2.2087473161080693
0.761,-2.4174386142819646
0.762,-2.622694599905593
0.763,-2.8242235929919977
0.764,-3.021739209814555
0.765,-3.2149607698739757
0.766,-3.403613694760541
0.767,-3.5874298983451043
0.768,-3.7661481677441992
0.769,-3.939514534517741
0.77,-4.1072826355721235
0.771,-4.26921406325571
0.772,-4.425078704149046
0.773,-4.57465506606868
0.774,-4.717730592819711
0.775,-4.8541019662496865
0.776,-4.98357539517487
0.777,-5.1059668907681495
0.778,-5.221102528017156
0.779,-5.328818692881263
0.78,-5.428962314796117
0.781,-5.521391084195224
0.782,-5.605973654739669
0.783,-5.682589829968465
0.784,-5.751130734104257
0.785,-5.811498966771785
0.786,-5.86360874140916
0.787,-5.9073860071752335
0.788,-5.9427685541799065
0.789,-5.969706101887801
0.79,-5.98816037056963
0.791,-5.9981051356998
0.792,-5.9995262652228964
0.793,-5.992421739636105
0.794,-5.9768016548590355
0.795,-5.952688207886867
0.796,-5.920115665247208
0.797,-5.879130314305483
0.798,-5.829790397488043
0.799,-5.772166029516514
0.8,-5.706339097770924
0.801,-5.632403145923244
0.802,-5.550463241006746
0.803,-5.460635824109977
0.804,-5.363048544907583
0.805,-5.257840080263177
0.806,-5.1451599371619166
0.807,-5.0251682402528495
0.808,-4.898035504303099
0.809,-4.763942391887015
0.81,-4.623079456654735
0.811,-4.475646872545087
0.812,-4.3218541493274305
0.8130000000000001,-4.161919834876828
0.8140000000000001,-3.9960712046055034
0.8150000000000001,-3.824543938492126
0.8160000000000001,-3.6475817861676303
0.8170000000000001,-3.465436220533598
0.8180000000000001,-3.2783660804056005
0.8190000000000001,-3.0866372026890367
0.8200000000000001,-2.890522044610283
0.8210000000000001,-2.6902992965401786
0.8220000000000001,-2.4862534859597023
0.8230000000000001,-2.2786745731307976
0.8240000000000001,-2.067857539047086
0.8250000000000001,-1.8541019662496814
0.8260000000000001,-1.6377116131039413
0.8270000000000001,-1.4189939821423307
0.8280000000000001,-1.1982598830864384
0.8290000000000001,-0.9758229911692906
0.8300000000000001,-0.7519994013858073
0.8310000000000001,-0.5271071793044549
0.8320000000000001,-0.30146590907860593
0.833,-0.07539623930013961
0.834,0.15078057266000813
0.835,0.3767431171758707
0.836,0.6021702891072659
0.837,0.8267417441078122
0.838,1.0501383538516473
0.839,1.2720426595323053
0.84,1.4921393229891133
0.841,1.7101155748198482
0.842,1.9256616588432354
0.843,2.1384712722794896
0.844,2.348242001023207
0.845,2.5546757493904155
0.846,2.7574791637289136
0.847,2.9563640492897423
0.848,3.1510477797677554
0.849,3.3412536989291155
0.85,3.5267115137548153
0.851,3.707157678542006
0.852,3.8823357694166547
0.853,4.051996848726126
0.854,4.215899818793095
0.855,4.37381176452846
0.856,4.525508284416604
0.857,4.6707738094021405
0.858,4.809401909225251
0.859,4.941195585770549
0.86,5.065967553012091
0.861,5.183540503157005
0.862,5.293747358609707
0.863,5.396431509398227
0.864,5.491447035725501
0.865,5.578658915329498
0.866,5.657943215357188
0.867,5.729187268479855
0.868,5.792289832999637
0.869,5.847161236719463
0.87,5.893723504372129
0.871,5.93191046842748
0.872,5.961667863120051
0.873,5.982953401563683
0.874,5.995736835843535
0.875,6.0
0.876,5.995736835843536
0.877,5.982953401563686
0.878,5.96166786312005
0.879,5.9319104684274855
0.88,5.8937235043721365
0.881,5.847161236719462
0.882,5.792289832999646
0.883,5.7291872684798655
0.884,5.657943215357185
0.885,5.5786589153295125
0.886,5.491447035725515
0.887,5.396431509398225
0.888,5.293747358609725
0.889,5.183540503157023
0.89,5.065967553012088
0.891,4.94119558577057
0.892,4.809401909225273
0.893,4.670773809402137
0.894,4.525508284416628
0.895,4.373811764528485
0.896,4.215899818793091
0.897,4.051996848726153
0.898,3.8823357694166827
0.899,3.7071576785420013
0.9,3.5267115137548455
0.901,3.3412536989291466
0.902,3.1510477797677687
0.903,2.956364049289756
0.904,2.757479163728946
0.905,2.5546757493904297
0.906,2.3482420010232214
0.907,2.1384712722795243
0.908,1.92566165884325
0.909,1.7101155748198633
0.91,1.4921393229891489
0.911,1.2720426595323202
0.912,1.0501383538516627
0.913,0.8267417441078486
0.914,0.6021702891072812
0.915,0.37674311717588616
0.916,0.15078057266004488
0.917,-0.0753962393001242
0.918,-0.3014659090786118
0.919,-0.5271071793044395
0.92,-0.7519994013858344
0.921,-0.9758229911692965
0.922,-1.1982598830864233
0.923,-1.4189939821423572
0.924,-1.637711613103947
0.925,-1.8541019662496667
0.926,-2.0678575390471114
0.927,-2.278674573130803
0.928,-2.486253485959688
0.929,-2.6902992965402026
0.93,-2.890522044610288
0.931,-3.0866372026890234
0.932,-3.2783660804056236
0.933,-3.4654362205336025
0.934,-3.6475817861676183
0.935,-3.8245439384921465
0.936,-3.9960712046055074
0.937,-4.161919834876848
0.9380000000000001,-4.32185414932745
0.9390000000000001,-4.475646872545091
0.9400000000000001,-4.623079456654752
0.9410000000000001,-4.763942391887019
0.9420000000000001,-4.8980355043031025
0.9430000000000001,-5.025168240252865
0.9440000000000001,-5.14515993716192
0.9450000000000001,-5.257840080263181
0.9460000000000001,-5.363048544907595
0.9470000000000001,-5.460635824109979
0.9480000000000001,-5.550463241006748
0.9490000000000001,-5.632403145923254
0.9500000000000001,-5.706339097770925
0.9510000000000001,-5.772166029516515
0.9520000000000001,-5.82979039748805
0.9530000000000001,-5.879130314305484
0.9540000000000001,-5.9201156652472084
0.9550000000000001,-5.952688207886871
0.9560000000000001,-5.9768016548590355
0.9570000000000001,-5.992421739636105
0.9580000000000001,-5.999526265222897
0.9590000000000001,-5.9981051356998
0.96,-5.988160370569629
0.961,-5.969706101887803
0.962,-5.942768554179911
0.963,-5.907386007175232
0.964,-5.8636087414091635
0.965,-5.811498966771794
0.966,-5.751130734104255
0.967,-5.68258982996847
0.968,-5.605973654739682
0.969,-5.521391084195222
0.97,-5.428962314796123
0.971,-5.3288186928812795
0.972,-5.221102528017154
0.973,-5.1059668907681575
0.974,-4.98357539517489
0.975,-4.854101966249683
0.976,-4.717730592819721
0.977,-4.574655066068704
0.978,-4.425078704149041
0.979,-4.2692140632557205
0.98,-4.107282635572151
0.981,-3.9395145345177367
0.982,-3.7661481677442117
0.983,-3.5874298983451336
0.984,-3.403613694760536
0.985,-3.2149607698739886
0.986,-3.0217392098145868
0.987,-2.8242235929919923
0.988,-2.622694599905607
0.989,-2.4174386142819984
0.99,-2.208747316108064
0.991,-1.9969172671379294
0.992,-1.7822494894622325
0.993,-1.5650490377393773
0.994,-1.3456245656962964
0.995,-1.1242878875143711
0.996,-0.9013535347245376
0.997,-0.6771383092408993
0.998,-0.4519608331676196
0.999,-0.22614109601960197
