Time,Amplitude,frequency
0.278,-1.2148266778440426,24
0.279,-1.244548327526796,24
0.28,-1.272951605150698,24
0.281,-1.300010942887672,24
0.28200000000000003,-1.325702609293815,24
0.28300000000000003,-1.3500047407084073,24
0.28400000000000003,-1.3728973700106608,24
0.28500000000000003,-1.394362452693704,24
0.28600000000000003,-1.4143838902191266,24
0.28700000000000003,-1.4329475506192382,24
0.28800000000000003,-1.4500412863181396,24
0.289,-1.4656549491466322,24
0.29,-1.4797804025299865,24
0.291,-1.4924115308315913,24
0.292,-1.5035442458395765,24
0.293,-1.5131764903875236,24
0.294,-1.5213082391044679,24
0.295,-1.5279414962934745,24
0.296,-1.5330802909421375,24
0.297,-1.5367306688724347,24
0.298,-1.5389006820414304,24
0.299,-1.5396003750083538,24
0.3,-1.5388417685876268,24
0.301,-1.536638840711393,24
0.302,-1.5330075045290636,24
0.303,-1.5279655837753299,24
0.304,-1.5215327854419645,24
0.305,-1.513730669792554,24
0.306,-1.5045826177630963,24
0.307,-1.4941137957950983,24
0.308,-1.4823511181514362,24
0.309,-1.46932320676886,24
0.31,-1.4550603487044786,24
0.311,-1.4395944512369878,24
0.312,-1.422958994686756,24
0.313,-1.4051889830220907,24
0.314,-1.3863208923221582,24
0.315,-1.366392617170101,24
0.316,-1.3454434150527796,24
0.317,-1.3235138488464493,24
0.318,-1.3006457274703729,24
0.319,-1.2768820447929548,24
0.32,-1.2522669168775042,24
0.321,-1.2268455176570559,24
0.322,-1.2006640131299031,24
0.323,-1.1737694941696355,24
0.324,-1.1462099080453934,24
0.325,-1.1180339887498953,24
0.326,-1.0892911862345085,24
0.327,-1.060031594652152,24
0.328,-1.03030587971022,24
0.329,-1.0001652052370247,24
0.33,-0.9696611590663193,24
0.331,-0.9388456783454355,24
0.332,-0.9077709743734208,24
0.333,-0.8764894570761875,24
0.334,-0.8450536592261884,24
0.335,-0.8135161605145493,24
0.336,-0.7819295115837381,24
0.337,-0.7503461581289067,24
0.338,-0.7188183651759869,24
0.339,-0.6873981416443161,24
0.34,-0.6561371653011652,24
0.341,-0.6250867082150184,24
0.342,-0.5942975628137076,24
0.343,-0.5638199686526197,24
0.34400000000000003,-0.5337035399972545,24
0.34500000000000003,-0.5039971943231782,24
0.34600000000000003,-0.47474908183512426,24
0.34700000000000003,-0.44600651610558156,24
0.34800000000000003,-0.41781590593156837,24
0.34900000000000003,-0.3902226885065564,24
0.35000000000000003,-0.3632712640026794,24
0.35100000000000003,-0.33700493165630807,24
0.352,-0.3114658274479325,24
0.353,-0.28669486346506157,24
0.354,-0.26273166903442535,24
0.355,-0.23961453370722052,24
0.356,-0.21738035217857032,24
0.357,-0.19606457121955434,24
0.358,-0.17570113869731774,24
0.359,-0.15632245475581963,24
0.36,-0.1379593252266741,24
0.361,-0.12064091733637083,24
0.362,-0.10439471777291476,24
0.363,-0.08924649317154332,24
0.364,-0.07522025307573421,24
0.365,-0.06233821542622642,24
0.366,-0.050620774627144205,24
0.367,-0.040086472234657555,24
0.368,-0.030751970309898624,24
0.369,-0.02263202747403692,24
0.37,-0.01573947769958306,24
0.371,-0.010085211868103516,24
0.372,-0.005678162120580921,24
0.373,-0.002525289022686117,24
0.374,-0.000631571563226907,24
0.375,0.0,24
0.376,-0.000631571563226796,24
0.377,-0.002525289022686006,24
0.378,-0.005678162120580699,24
0.379,-0.010085211868103294,24
0.38,-0.01573947769958295,24
0.381,-0.022632027474036698,24
0.382,-0.030751970309898402,24
0.383,-0.04008647223465722,24
0.384,-0.05062077462714376,24
0.385,-0.062338215426226085,24
0.386,-0.07522025307573377,24
0.387,-0.08924649317154276,24
0.388,-0.10439471777291431,24
0.389,-0.12064091733637028,24
0.39,-0.13795932522667353,24
0.391,-0.15632245475581907,24
0.392,-0.17570113869731718,24
0.393,-0.19606457121955356,24
0.394,-0.21738035217856966,24
0.395,-0.23961453370721997,24
0.396,-0.26273166903442446,24
0.397,-0.2866948634650609,24
0.398,-0.31146582744793183,24
0.399,-0.33700493165630874,24
0.4,-0.36327126400268006,24
0.401,-0.39022268850655684,24
0.402,-0.4178159059315688,24
0.403,-0.44600651610558206,24
0.404,-0.47474908183512465,24
0.405,-0.5039971943231787,24
0.406,-0.5337035399972567,24
0.40700000000000003,-0.5638199686526202,24
0.40800000000000003,-0.5942975628137084,24
0.40900000000000003,-0.625086708215021,24
0.41000000000000003,-0.6561371653011656,24
0.41100000000000003,-0.6873981416443166,24
0.41200000000000003,-0.7188183651759891,24
0.41300000000000003,-0.7503461581289071,24
0.41400000000000003,-0.7819295115837385,24
0.41500000000000004,-0.8135161605145516,24
0.41600000000000004,-0.8450536592261888,24
0.417,-0.8764894570761866,24
0.418,-0.9077709743734199,24
0.419,-0.9388456783454346,24
0.42,-0.9696611590663184,24
0.421,-1.0001652052370238,24
0.422,-1.0303058797102191,24
0.423,-1.060031594652151,24
0.424,-1.0892911862345076,24
0.425,-1.1180339887498927,24
0.426,-1.1462099080453925,24
0.427,-1.1737694941696364,24
0.428,-1.200664013129901,24
0.429,-1.2268455176570552,24
0.43,-1.252266916877505,24
0.431,-1.2768820447929528,24
0.432,-1.3006457274703722,24
0.433,-1.3235138488464502,24
0.434,-1.3454434150527776,24
0.435,-1.3663926171701006,24
0.436,-1.3863208923221586,24
0.437,-1.4051889830220885,24
0.438,-1.422958994686756,24
0.439,-1.4395944512369878,24
0.44,-1.4550603487044769,24
0.441,-1.4693232067688595,24
0.442,-1.482351118151436,24
0.443,-1.4941137957950972,24
0.444,-1.5045826177630963,24
0.445,-1.5137306697925534,24
0.446,-1.5215327854419631,24
0.447,-1.52796558377533,24
0.448,-1.5330075045290639,24
0.449,-1.5366388407113925,24
0.45,-1.5388417685876268,24
0.451,-1.5396003750083538,24
0.452,-1.53890068204143,24
0.453,-1.5367306688724347,24
0.454,-1.533080290942137,24
0.455,-1.527941496293474,24
0.456,-1.5213082391044677,24
0.457,-1.5131764903875244,24
0.458,-1.5035442458395771,24
0.459,-1.4924115308315917,24
0.46,-1.479780402529987,24
0.461,-1.4656549491466329,24
0.462,-1.450041286318139,24
0.463,-1.4329475506192373,24
0.464,-1.4143838902191264,24
0.465,-1.3943624526937035,24
0.466,-1.37289737001066,24
0.467,-1.3500047407084077,24
0.468,-1.3257026092938147,24
0.46900000000000003,-1.300010942887671,24
0.47000000000000003,-1.2729516051506964,24
0.47100000000000003,-1.244548327526795,24
0.47200000000000003,-1.2148266778440417,24
0.47300000000000003,-1.1838140263176768,24
0.47400000000000003,-1.1515395090030216,24
0.47500000000000003,-1.1180339887498945,24
0.47600000000000003,-1.0833300137136526,24
0.47700000000000004,-1.047461773481424,24
0.47800000000000004,-1.0104650528754984,24
0.47900000000000004,-0.9723771834991805,24
0.48,-0.933236993093544,24
0.481,-0.8930847527766833,24
0.482,-0.8519621222400829,24
0.483,-0.8099120929795738,24
0.484,-0.7669789296411655,24
0.485,-0.7232081095647223,24
0.486,-0.6786462606110367,24
0.487,-0.6333410973602188,24
0.488,-0.5873413557716916,24
0.489,-0.540696726398301,24
0.49,-0.4934577862489846,24
0.491,-0.4456759293964695,24
0.492,-0.39740329642824973,24
0.493,-0.34869270284064224,24
0.494,-0.2995975664773147,24
0.495,-0.2501718341150376,24
0.496,-0.20046990730052927,24
0.497,-0.15054656754341758,24
0.498,-0.10045690097127026,24
0.499,-0.05025622255328944,24
0.5,-9.797174393178826e-16,24
0.501,0.05025622255328748,24
0.502,0.10045690097126829,24
0.503,0.15054656754341564,24
0.504,0.20046990730052733,24
0.505,0.25017183411503563,24
0.506,0.29959756647731284,24
0.507,0.3486927028406403,24
0.508,0.39740329642824784,24
0.509,0.4456759293964676,24
0.51,0.49345778624898273,24
0.511,0.5406967263982992,24
0.512,0.5873413557716897,24
0.513,0.633341097360217,24
0.514,0.678646260611035,24
0.515,0.7232081095647205,24
0.516,0.7669789296411639,24
0.517,0.809912092979572,24
0.518,0.8519621222400813,24
0.519,0.8930847527766818,24
0.52,0.9332369930935425,24
0.521,0.9723771834991822,24
0.522,1.0104650528755,24
0.523,1.0474617734814236,24
0.524,1.0833300137136535,24
0.525,1.1180339887498951,24
0.526,1.1515395090030212,24
0.527,1.1838140263176784,24
0.528,1.2148266778440433,24
0.529,1.2445483275267948,24
0.53,1.2729516051506977,24
0.531,1.3000109428876723,24
0.532,1.3257026092938144,24
0.533,1.3500047407084066,24
0.534,1.3728973700106604,24
0.535,1.3943624526937035,24
0.536,1.4143838902191264,24
0.537,1.432947550619238,24
0.538,1.450041286318139,24
0.539,1.465654949146633,24
0.54,1.4797804025299874,24
0.541,1.492411530831592,24
0.542,1.503544245839577,24
0.543,1.5131764903875238,24
0.544,1.521308239104468,24
0.545,1.5279414962934745,24
0.546,1.533080290942137,24
0.547,1.5367306688724354,24
0.548,1.5389006820414308,24
0.549,1.5396003750083533,24
0.55,1.5388417685876274,24
0.551,1.5366388407113933,24
0.552,1.5330075045290628,24
0.553,1.5279655837753303,24
0.554,1.521532785441964,24
0.555,1.5137306697925528,24
0.556,1.5045826177630972,24
0.557,1.4941137957950983,24
0.558,1.4823511181514348,24
0.559,1.4693232067688606,24
0.56,1.4550603487044782,24
0.561,1.4395944512369858,24
0.562,1.4229589946867542,24
0.5630000000000001,1.40518898302209,24
0.5640000000000001,1.3863208923221575,24
0.5650000000000001,1.3663926171700993,24
0.5660000000000001,1.3454434150527792,24
0.5670000000000001,1.3235138488464484,24
0.5680000000000001,1.3006457274703709,24
0.5690000000000001,1.2768820447929543,24
0.5700000000000001,1.2522669168775027,24
0.5710000000000001,1.226845517657053,24
0.5720000000000001,1.2006640131299025,24
0.5730000000000001,1.1737694941696348,24
0.5740000000000001,1.146209908045391,24
0.5750000000000001,1.1180339887498945,24
0.5760000000000001,1.0892911862345076,24
0.577,1.0600315946521552,24
0.578,1.0303058797102216,24
0.579,1.0001652052370262,24
0.58,0.9696611590663227,24
0.581,0.9388456783454373,24
0.582,0.9077709743734229,24
0.583,0.8764894570761914,24
0.584,0.84505365922619,24
0.585,0.813516160514551,24
0.586,0.7819295115837415,24
0.587,0.7503461581289084,24
0.588,0.7188183651759885,24
0.589,0.6873981416443196,24
0.59,0.6561371653011667,24
0.591,0.6250867082150204,24
0.592,0.5942975628137112,24
0.593,0.5638199686526213,24
0.594,0.5337035399972563,24
0.595,0.5039971943231816,24
0.596,0.4747490818351259,24
0.597,0.4460065161055831,24
0.598,0.41781590593157136,24
0.599,0.39022268850655784,24
0.6,0.36327126400268106,24
0.601,0.3370049316563112,24
0.602,0.31146582744793283,24
0.603,0.2866948634650618,24
0.604,0.2627316690344267,24
0.605,0.23961453370722074,24
0.606,0.21738035217857044,24
0.607,0.19606457121955556,24
0.608,0.17570113869731796,24
0.609,0.15632245475581985,24
0.61,0.1379593252266752,24
0.611,0.12064091733637095,24
0.612,0.10439471777291498,24
0.613,0.0892464931715442,24
0.614,0.07522025307573432,24
0.615,0.06233821542622653,24
0.616,0.05062077462714487,24
0.617,0.040086472234657666,24
0.618,0.030751970309898735,24
0.619,0.022632027474037475,24
0.62,0.01573947769958317,24
0.621,0.010085211868103516,24
0.622,0.005678162120581143,24
0.623,0.002525289022686117,24
0.624,0.000631571563226907,24
0.625,0.0,24
0.626,0.000631571563226796,24
0.627,0.002525289022686006,24
0.628,0.005678162120580921,24
0.629,0.010085211868103294,24
0.63,0.015739477699582838,24
0.631,0.02263202747403703,24
0.632,0.03075197030989829,24
0.633,0.04008647223465722,24
0.634,0.050620774627144316,24
0.635,0.062338215426225974,24
0.636,0.07522025307573355,24
0.637,0.08924649317154365,24
0.638,0.1043947177729142,24
0.639,0.12064091733637017,24
0.64,0.1379593252266742,24
0.641,0.15632245475581885,24
0.642,0.17570113869731685,24
0.643,0.19606457121955456,24
0.644,0.21738035217856966,24
0.645,0.23961453370721963,24
0.646,0.2627316690344259,24
0.647,0.2866948634650607,24
0.648,0.31146582744793183,24
0.649,0.3370049316563096,24
0.65,0.36327126400267973,24
0.651,0.39022268850655617,24
0.652,0.41781590593157003,24
0.653,0.44600651610558206,24
0.654,0.47474908183512443,24
0.655,0.5039971943231805,24
0.656,0.5337035399972547,24
0.657,0.5638199686526202,24
0.658,0.5942975628137093,24
0.659,0.6250867082150189,24
0.66,0.656137165301165,24
0.661,0.687398141644318,24
0.662,0.7188183651759866,24
0.663,0.7503461581289069,24
0.664,0.7819295115837405,24
0.665,0.8135161605145493,24
0.666,0.8450536592261889,24
0.667,0.8764894570761894,24
0.668,0.9077709743734214,24
0.669,0.9388456783454352,24
0.67,0.9696611590663211,24
0.671,1.0001652052370242,24
0.672,1.0303058797102203,24
0.673,1.0600315946521541,24
0.674,1.0892911862345085,24
0.675,1.1180339887498958,24
0.676,1.1462099080453951,24
0.677,1.1737694941696362,24
0.678,1.2006640131299033,24
0.679,1.2268455176570574,24
0.68,1.2522669168775036,24
0.681,1.2768820447929548,24
0.682,1.3006457274703749,24
0.683,1.3235138488464493,24
0.684,1.34544341505278,24
0.685,1.3663926171701024,24
0.686,1.3863208923221584,24
0.687,1.4051889830220903,24
0.6880000000000001,1.4229589946867576,24
0.6890000000000001,1.4395944512369863,24
0.6900000000000001,1.4550603487044782,24
0.6910000000000001,1.4693232067688613,24
0.6920000000000001,1.4823511181514353,24
0.6930000000000001,1.494113795795099,24
0.6940000000000001,1.5045826177630972,24
0.6950000000000001,1.5137306697925532,24
0.6960000000000001,1.521532785441964,24
0.6970000000000001,1.5279655837753308,24
0.6980000000000001,1.5330075045290625,24
0.6990000000000001,1.536638840711393,24
0.7000000000000001,1.5388417685876277,24
0.7010000000000001,1.539600375008353,24
0.7020000000000001,1.5389006820414308,24
0.7030000000000001,1.5367306688724347,24
0.704,1.533080290942138,24
0.705,1.5279414962934748,24
0.706,1.5213082391044694,24
0.707,1.5131764903875242,24
0.708,1.503544245839578,24
0.709,1.4924115308315917,24
0.71,1.4797804025299879,24
0.711,1.465654949146633,24
0.712,1.45004128631814,24
0.713,1.4329475506192395,24
0.714,1.4143838902191272,24
0.715,1.3943624526937053,24
0.716,1.3728973700106613,24
0.717,1.3500047407084086,24
0.718,1.325702609293815,24
0.719,1.3000109428876736,24
0.72,1.2729516051506982,24
0.721,1.2445483275267963,24
0.722,1.214826677844044,24
0.723,1.18381402631768,24
0.724,1.1515395090030236,24
0.725,1.118033988749897,24
0.726,1.083330013713656,24
0.727,1.0474617734814244,24
0.728,1.010465052875502,24
0.729,0.9723771834991833,24
0.73,0.9332369930935445,24
0.731,0.893084752776683,24
0.732,0.8519621222400834,24
0.733,0.8099120929795751,24
0.734,0.766978929641166,24
0.735,0.7232081095647236,24
0.736,0.6786462606110372,24
0.737,0.6333410973602193,24
0.738,0.5873413557716911,24
0.739,0.5406967263983016,24
0.74,0.4934577862489842,24
0.741,0.44567592939647005,24
0.742,0.39740329642825106,24
0.743,0.3486927028406427,24
0.744,0.2995975664773161,24
0.745,0.25017183411503807,24
0.746,0.20046990730052974,24
0.747,0.15054656754341716,24
0.748,0.10045690097127075,24
0.749,0.050256222553289036,24
0.75,1.4695761589768238e-15,24
0.751,-0.0502562225532861,24
0.752,-0.1004569009712678,24
0.753,-0.15054656754341425,24
0.754,-0.20046990730052683,24
0.755,-0.25017183411503513,24
0.756,-0.2995975664773132,24
0.757,-0.3486927028406398,24
0.758,-0.3974032964282483,24
0.759,-0.44567592939646716,24
0.76,-0.4934577862489814,24
0.761,-0.5406967263982988,24
0.762,-0.5873413557716883,24
0.763,-0.6333410973602166,24
0.764,-0.6786462606110345,24
0.765,-0.7232081095647209,24
0.766,-0.7669789296411634,24
0.767,-0.8099120929795726,24
0.768,-0.8519621222400808,24
0.769,-0.8930847527766805,24
0.77,-0.933236993093542,24
0.771,-0.972377183499181,24
0.772,-1.0104650528754997,24
0.773,-1.0474617734814222,24
0.774,-1.083330013713654,24
0.775,-1.118033988749895,24
0.776,-1.1515395090030218,24
0.777,-1.1838140263176782,24
0.778,-1.2148266778440422,24
0.779,-1.2445483275267946,24
0.78,-1.2729516051506966,24
0.781,-1.3000109428876718,24
0.782,-1.3257026092938133,24
0.783,-1.3500047407084073,24
0.784,-1.37289737001066,24
0.785,-1.394362452693704,24
0.786,-1.4143838902191261,24
0.787,-1.4329475506192386,24
0.788,-1.450041286318139,24
0.789,-1.4656549491466322,24
0.79,-1.4797804025299872,24
0.791,-1.492411530831591,24
0.792,-1.5035442458395774,24
0.793,-1.5131764903875236,24
0.794,-1.521308239104469,24
0.795,-1.5279414962934745,24
0.796,-1.533080290942138,24
0.797,-1.5367306688724351,24
0.798,-1.53890068204143,24
0.799,-1.5396003750083536,24
0.8,-1.5388417685876268,24
0.801,-1.5366388407113933,24
0.802,-1.533007504529063,24
0.803,-1.5279655837753312,24
0.804,-1.5215327854419642,24
0.805,-1.5137306697925534,24
0.806,-1.5045826177630972,24
0.807,-1.4941137957950978,24
0.808,-1.482351118151435,24
0.809,-1.46932320676886,24
0.81,-1.4550603487044782,24
0.811,-1.439594451236986,24
0.812,-1.422958994686755,24
0.8130000000000001,-1.4051889830220903,24
0.8140000000000001,-1.3863208923221582,24
0.8150000000000001,-1.3663926171700993,24
0.8160000000000001,-1.3454434150527788,24
0.8170000000000001,-1.3235138488464488,24
0.8180000000000001,-1.3006457274703704,24
0.8190000000000001,-1.2768820447929543,24
0.8200000000000001,-1.252266916877503,24
0.8210000000000001,-1.2268455176570536,24
0.8220000000000001,-1.2006640131299027,24
0.8230000000000001,-1.1737694941696355,24
0.8240000000000001,-1.1462099080453911,24
0.8250000000000001,-1.118033988749894,24
0.8260000000000001,-1.0892911862345078,24
0.8270000000000001,-1.0600315946521492,24
0.8280000000000001,-1.0303058797102196,24
0.8290000000000001,-1.0001652052370236,24
0.8300000000000001,-0.9696611590663169,24
0.8310000000000001,-0.9388456783454344,24
0.8320000000000001,-0.9077709743734206,24
0.833,-0.8764894570761912,24
0.834,-0.8450536592261908,24
0.835,-0.8135161605145512,24
0.836,-0.7819295115837421,24
0.837,-0.7503461581289088,24
0.838,-0.7188183651759884,24
0.839,-0.6873981416443199,24
0.84,-0.6561371653011667,24
0.841,-0.6250867082150207,24
0.842,-0.5942975628137113,24
0.843,-0.563819968652622,24
0.844,-0.5337035399972565,24
0.845,-0.503997194323182,24
0.846,-0.4747490818351261,24
0.847,-0.4460065161055838,24
0.848,-0.4178159059315717,24
0.849,-0.39022268850655784,24
0.85,-0.36327126400268417,24
0.851,-0.3370049316563083,24
0.852,-0.3114658274479334,24
0.853,-0.2866948634650647,24
0.854,-0.2627316690344247,24
0.855,-0.23961453370722097,24
0.856,-0.2173803521785732,24
0.857,-0.19606457121955356,24
0.858,-0.17570113869731796,24
0.859,-0.15632245475582196,24
0.86,-0.1379593252266733,24
0.861,-0.12064091733637117,24
0.862,-0.10439471777291676,24
0.863,-0.08924649317154287,24
0.864,-0.07522025307573432,24
0.865,-0.06233821542622808,24
0.866,-0.05062077462714387,24
0.867,-0.040086472234657666,24
0.868,-0.030751970309899623,24
0.869,-0.022632027474036587,24
0.87,-0.015739477699583282,24
0.871,-0.010085211868104071,24
0.872,-0.005678162120580699,24
0.873,-0.002525289022686117,24
0.874,-0.000631571563227018,24
